date,id,daily_budget,spend,impressions,clicks,installs,gross_revenue_iap_cohort,net_revenue_iap_cohort,purchases_cohort,purchasers_cohort,ad_revenue_cohort,net_revenue_cohort,net_revenue_d0,net_revenue_d1,net_revenue_d2,net_revenue_d3,net_revenue_d4,net_revenue_d5,net_revenue_d6,net_revenue_d7,net_revenue_d8,net_revenue_d9,net_revenue_d10,net_revenue_d11,net_revenue_d12,net_revenue_d13,net_revenue_d14,net_revenue_d15,net_revenue_d16,net_revenue_d17,net_revenue_d18,net_revenue_d19,net_revenue_d20,net_revenue_d21,net_revenue_d22,net_revenue_d23,net_revenue_d24,net_revenue_d25,net_revenue_d26,net_revenue_d27,net_revenue_d28,net_revenue_d56,net_revenue_d84,net_revenue_d112,net_revenue_d196,net_revenue_d280,net_revenue_d364,purchases_d0,purchases_d1,purchases_d2,purchases_d3,purchases_d4,purchases_d5,purchases_d6,purchases_d7,purchases_d8,purchases_d9,purchases_d10,purchases_d11,purchases_d12,purchases_d13,purchases_d14,purchases_d15,purchases_d16,purchases_d17,purchases_d18,purchases_d19,purchases_d20,purchases_d21,purchases_d22,purchases_d23,purchases_d24,purchases_d25,purchases_d26,purchases_d27,purchases_d28,purchases_d56,purchases_d84,purchases_d112,purchases_d196,purchases_d280,purchases_d364,purchasers_d0,purchasers_d1,purchasers_d2,purchasers_d3,purchasers_d4,purchasers_d5,purchasers_d6,purchasers_d7,purchasers_d8,purchasers_d9,purchasers_d10,purchasers_d11,purchasers_d12,purchasers_d13,purchasers_d14,purchasers_d15,purchasers_d16,purchasers_d17,purchasers_d18,purchasers_d19,purchasers_d20,purchasers_d21,purchasers_d22,purchasers_d23,purchasers_d24,purchasers_d25,purchasers_d26,purchasers_d27,purchasers_d28,purchasers_d56,purchasers_d84,purchasers_d112,purchasers_d280,purchasers_d364
2019-12-04,89701377223703517,2445,22.1,12007,225,109,54.9,36.8158,10,9,11.6466,48.4623,7.7704,8.6725,23.1869,24.0596,24.6327,25.823,27.0309,27.5373,28.1153,28.844,29.4528,29.9697,30.4058,30.4807,30.5239,30.7186,30.8252,37.8527,37.8851,37.8931,37.8975,37.9174,37.919,37.919,37.9213,37.9398,37.9398,37.9599,37.9599,38.0095,38.0179,38.0179,0.0,0.2038,0.4323,5.0,5.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0
2019-08-12,89704469509703517,2907,27.94,7274,88,52,91.9,55.6421,10,6,35.9408,91.5829,7.9444,23.3805,23.8584,24.4862,25.0265,25.8783,26.463,30.531,31.4849,32.5048,33.1962,33.5502,34.3253,34.915,35.439,35.8241,36.7373,37.3044,49.2986,50.1322,50.5602,51.0933,51.8115,52.1652,52.8523,53.1031,54.0501,54.5534,55.991,85.8306,89.3451,89.4288,89.4659,89.6264,0.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0
2020-03-29,89705807194703517,7500,73.03,60074,944,499,147.76,96.67,24,15,36.6086,133.2786,32.7049,43.9398,64.9658,65.911,95.886,99.8342,101.116,101.9399,102.6359,103.5073,104.1292,104.848,105.5538,106.2412,106.7688,107.3645,107.7784,108.2244,108.7517,109.0883,109.532,109.9244,110.3458,110.6292,111.1561,111.4744,111.7202,111.979,112.2028,123.2165,0.0,0.1453,0.0,0.0228,0.0,7.0,11.0,17.0,17.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0
2020-02-10,89701676509703517,8788,86.17,11519,162,80,443.43,310.6671,57,18,23.4268,334.0938,80.266,127.9798,150.9996,159.397,167.0492,262.9641,270.7095,270.972,271.6677,288.1368,290.6437,291.7263,292.079,292.2568,292.4949,292.7229,292.9375,293.1686,304.0964,304.3673,315.7409,315.7932,319.6071,319.9303,320.0875,320.2564,320.4431,320.7247,320.7247,329.7946,329.9447,329.995,0.0,0.0,1.2601,12.0,17.0,21.0,23.0,25.0,33.0,34.0,34.0,34.0,40.0,43.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,46.0,46.0,50.0,50.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,56.0,56.0,56.0,0.0,0.0,0.0,7.0,10.0,13.0,14.0,15.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,0.0,0.0
2019-12-14,89704676509703517,9094,93.67,9113,131,93,430.04,301.286,96,15,77.9744,379.2605,106.2184,144.529,167.1004,170.3051,195.4381,223.2425,257.808,275.3785,278.9794,288.0185,289.7456,291.9913,293.1182,294.5551,298.6166,306.2903,307.3076,307.8423,308.7637,316.5172,317.2584,317.8005,318.7214,319.5684,320.1166,321.1016,321.7835,322.8249,323.9517,350.2915,369.2247,372.9564,0.0,0.0,0.0,32.0,36.0,50.0,50.0,66.0,71.0,77.0,82.0,84.0,86.0,86.0,86.0,86.0,86.0,87.0,88.0,88.0,88.0,88.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,93.0,95.0,95.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,12.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0
2020-03-27,89708853318503517,7500,74.39,7403,64,45,318.69,223.2742,31,7,29.34,252.6142,57.9164,58.7262,60.417,60.8219,63.1879,75.0023,89.2995,105.8393,120.4563,135.0495,135.9524,136.4037,150.6539,150.7814,151.2183,165.5098,165.6685,166.162,166.6386,181.1043,181.5091,181.9448,182.3507,182.4685,211.0195,211.2928,211.3474,211.5723,211.7061,250.2437,0.0,0.0,0.2256,0.0,0.0587,8.0,8.0,9.0,9.0,11.0,14.0,15.0,21.0,22.0,23.0,23.0,23.0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,27.0,27.0,27.0,27.0,27.0,29.0,29.0,29.0,29.0,29.0,31.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0
2020-01-06,89701457509703517,8441,77.91,17631,179,98,180.66,126.5704,34,12,41.822,168.3924,47.4216,51.4675,74.3921,91.5686,100.3568,103.7382,106.5424,112.3861,117.8909,118.9842,119.6935,134.2789,135.1355,149.432,150.3966,151.002,151.6416,153.6076,154.1395,155.094,155.3064,156.1287,157.0503,157.452,158.0456,158.448,158.9259,159.5072,159.8103,167.8344,168.0243,168.2586,0.0,0.0,0.0,11.0,13.0,21.0,25.0,26.0,27.0,28.0,29.0,30.0,30.0,30.0,32.0,32.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,34.0,34.0,34.0,0.0,0.0,0.0,6.0,6.0,9.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0
2019-12-24,89708230609703517,3018,29.14,20416,435,215,30.97,21.679,3,3,9.6708,31.3498,8.2512,9.7423,10.1647,10.5065,10.8286,11.0864,11.6105,26.1852,26.5534,26.8602,27.2917,28.4085,28.6729,28.8355,28.9146,29.0987,29.225,29.2812,29.2812,29.5019,29.5546,29.5691,29.5715,29.6668,29.7185,29.7633,29.796,29.8374,29.8442,30.6791,30.7488,30.8874,0.0,0.0,0.0029,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0
2020-03-05,89701457509703517,12500,128.49,18159,147,98,189.82,132.9879,18,10,50.4909,183.4788,108.7393,119.2695,124.4021,125.5597,127.6274,129.0024,130.1642,130.8369,132.331,133.7719,134.7137,135.3697,136.9941,137.5718,138.7832,139.0452,139.5577,140.6918,141.3582,142.0599,145.9189,150.1453,154.4914,154.8069,155.2265,155.5518,156.1329,156.3337,156.6191,173.0159,176.4575,0.0,0.0,0.0,0.0375,6.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,15.0,15.0,0.0,0.0,0.0,0.0,3.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0
2019-09-29,89705461021313517,4647,46.82,4856,36,27,176.81,108.1588,19,7,4.9418,113.1006,4.8086,8.5672,12.3493,26.0269,26.1696,26.1696,40.7346,40.7415,44.1515,49.9889,50.1127,50.1856,61.8673,61.8874,61.9466,61.9606,61.9606,61.9606,61.9606,79.4706,91.1308,91.1308,91.1308,91.1308,91.1308,91.1308,91.1308,91.1308,96.9579,102.8154,102.823,102.823,102.823,2.4254,2.4254,2.0,3.0,4.0,6.0,6.0,6.0,9.0,9.0,10.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,17.0,17.0,17.0,17.0,0.0,0.0,2.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0
2019-09-29,89704469509703517,1247,13.19,2730,35,21,26.95,15.7824,5,4,16.9903,32.7727,3.4413,4.3299,11.1173,12.2471,12.9152,16.4208,17.2712,17.6329,23.6831,24.1578,24.7948,25.3824,25.8395,26.1189,26.4352,26.7255,27.002,27.3034,27.5758,27.8375,28.1681,28.5056,28.6646,29.033,29.2893,29.2893,29.5498,29.9761,29.9761,32.7727,32.7727,32.7727,32.7727,0.0,0.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0
2019-11-05,89704469509703517,1971,19.86,3686,75,53,0.0,0.0,0,0,31.9283,31.9283,2.5113,3.9018,4.5526,5.7891,6.5895,7.9587,8.8101,9.1589,9.5552,9.7994,9.9694,10.053,10.449,10.9415,11.4542,12.0568,12.3218,13.4915,14.0397,14.3738,14.7352,15.2938,15.3899,16.5071,17.2323,17.9153,18.3153,18.56,19.1216,27.0876,28.4342,28.9622,29.4038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-30,89704469509703517,8476,83.01,18100,221,102,86.8,51.9053,20,5,33.5575,85.4627,19.118,21.5995,31.42,33.8964,42.1581,43.4901,50.7706,51.9141,52.7212,54.1356,54.7179,55.4251,55.9341,62.2522,62.7205,63.2751,63.4095,63.6288,63.9165,64.3106,64.3868,64.5352,64.6606,64.7603,64.7959,65.0878,65.166,65.166,65.3838,66.9234,67.0649,67.0649,0.0,0.0,2.5779,4.0,4.0,5.0,5.0,6.0,6.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1.0
2020-05-16,89701676509703517,10000,101.15,18077,192,85,507.61,355.6316,39,14,35.7262,391.3578,177.8767,195.8298,199.1685,201.755,214.4441,216.0939,218.1347,233.1638,233.961,235.8009,236.8828,241.8534,242.4391,257.5997,258.353,258.8751,259.692,260.1559,260.7421,261.2527,261.6971,265.7414,266.2419,223.6667,224.2979,225.0508,225.3093,225.9022,226.3545,0.0,0.0,0.0,0.0,0.0,0.0,16.0,19.0,20.0,21.0,24.0,24.0,25.0,26.0,26.0,27.0,27.0,29.0,29.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,31.0,31.0,26.0,26.0,26.0,26.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0
2019-07-30,89704469509703517,1933,20.69,4510,45,17,0.0,0.0,0,0,2.7939,2.7939,0.2849,0.8921,1.2149,1.5015,1.7713,1.9963,2.2106,2.4774,2.4774,2.5384,2.5763,2.6586,2.6586,2.6586,2.6586,2.6862,2.6862,2.6862,2.6862,2.6862,2.6862,2.7232,2.7939,2.7939,2.7939,2.7939,2.7939,2.7939,2.7939,2.7939,2.7939,2.7939,2.7939,2.7939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02,89708230609703517,6000,59.94,73430,1536,737,253.68,151.8712,32,18,38.7544,190.6256,55.2487,68.5863,74.1462,76.554,77.7243,79.017,86.2695,95.9453,96.9684,103.489,104.1874,107.6588,108.3053,108.9832,119.7754,120.178,131.7112,132.1228,132.5937,133.0631,133.4883,134.0058,134.6068,157.3143,157.7229,158.0303,164.7511,165.2142,165.6297,185.0894,187.0363,187.3526,0.0014,0.0271,0.3386,13.0,14.0,15.0,16.0,16.0,16.0,18.0,20.0,20.0,21.0,21.0,22.0,22.0,22.0,24.0,24.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,27.0,27.0,27.0,28.0,28.0,28.0,30.0,30.0,30.0,0.0,0.0,0.0,8.0,8.0,9.0,10.0,10.0,10.0,11.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,16.0,16.0,16.0,16.0,16.0,0.0,0.0
2020-03-09,89708853318503517,12500,120.9,10650,124,89,227.7,159.5266,30,11,46.8141,206.3407,41.5089,76.9767,89.1927,104.4616,120.3005,127.8535,129.4113,136.9769,137.2968,137.7876,141.9301,146.4151,160.789,164.8157,172.1972,172.7347,172.9848,173.2761,173.7466,174.9784,175.3671,175.4204,176.2952,176.3479,179.9232,180.0319,180.1161,180.1462,180.2061,184.9269,185.3914,0.2577,0.2577,0.0,0.0,5.0,12.0,15.0,17.0,20.0,21.0,21.0,22.0,22.0,22.0,23.0,25.0,26.0,27.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,29.0,29.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,4.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,0.0,0.0,0.0
2020-04-12,89708853318503517,10000,100.35,12105,107,82,892.53,625.3065,47,13,62.7749,688.0814,258.2686,287.5141,317.5789,360.8573,366.7217,371.9164,408.199,454.6844,455.4817,456.0217,461.1643,468.088,469.4795,471.384,472.4102,473.8191,474.7411,475.3549,479.6559,480.7559,488.3654,489.1136,489.3201,489.817,504.0709,504.4564,512.6261,513.3454,514.0224,635.3725,0.0,0.0,0.2102,0.0,0.0,12.0,14.0,17.0,19.0,21.0,22.0,23.0,25.0,25.0,25.0,26.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,30.0,30.0,31.0,31.0,31.0,31.0,32.0,32.0,33.0,33.0,33.0,44.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,13.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0
2019-10-01,89701676509703517,2879,26.87,3669,38,27,80.9,56.6785,10,2,2.0775,58.756,7.0504,18.5062,32.858,33.069,33.1215,33.326,44.0959,51.1949,51.3337,51.3922,51.3922,51.3922,51.3922,51.3922,51.3922,51.4095,51.4095,51.4519,51.4519,51.4519,51.4519,51.4519,51.4951,51.4951,51.4951,51.4951,51.4951,51.4951,51.4951,51.4951,51.5215,51.5466,58.6498,0.0,0.0,1.0,4.0,6.0,6.0,6.0,6.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
2020-04-20,89701457509703517,10000,97.54,20552,156,99,187.79,131.5657,21,4,36.0804,167.6461,14.552,19.9336,26.2492,28.1129,36.4703,38.2988,39.1173,40.8265,41.7843,42.7918,44.2951,52.0577,59.5954,60.2928,61.0014,61.358,61.7436,62.715,80.9411,81.9019,103.374,103.5222,104.0932,111.5001,111.6823,112.3405,119.6244,120.4824,120.731,162.5165,0.0,0.1449,0.0,0.0,0.0,3.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,11.0,11.0,13.0,13.0,13.0,14.0,14.0,14.0,15.0,15.0,15.0,19.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0
2020-01-07,89708230609703517,3494,34.69,51644,1152,485,32.89,22.3962,11,7,19.3023,41.6985,13.4864,16.3352,17.8949,18.8364,19.5441,20.0076,20.6298,21.0011,21.3031,21.7968,22.1702,22.4496,22.6854,22.8998,23.0595,23.1846,23.3263,23.4746,23.5465,23.6592,23.7134,23.7943,23.9214,24.0718,24.2792,24.3787,24.4929,24.6115,24.68,26.6959,38.1102,38.539,0.0108,0.011,0.0815,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,9.0,9.0,0.0,0.0,0.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,0.0,0.0
2020-05-29,89701676509703517,10000,99.49,15989,175,76,50.91,35.6675,9,7,10.8141,46.4817,6.7568,7.6133,11.7929,22.9007,27.0541,31.4042,31.7842,31.9197,32.9599,33.4696,34.4787,34.6359,34.688,34.9212,34.9987,24.7617,20.8131,20.9684,6.4923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,5.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-30,89701676509703517,836,8.26,1473,14,8,0.0,0.0,0,0,0.4211,0.4211,0.1437,0.1437,0.3303,0.3303,0.3303,0.3532,0.3756,0.3981,0.3981,0.4211,0.4211,0.4211,0.4211,0.4211,0.4211,0.4211,0.4211,0.4211,0.4211,0.4211,0.4211,0.4211,0.4211,0.4211,0.4211,0.4211,0.4211,0.4211,0.4211,0.4211,0.4211,0.4211,0.4211,0.4211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02,89704469509703517,5337,54.21,12604,159,86,92.92,54.7812,8,6,33.2284,88.0096,22.2891,23.7839,36.3922,37.409,38.3249,39.0211,39.7001,52.0279,52.5687,53.0307,54.3403,54.9315,55.4356,55.9839,56.1466,56.5044,57.1987,57.5765,57.8269,58.0199,58.1938,58.2135,58.3619,58.5492,58.6357,58.7278,58.7427,59.0283,59.2766,64.0267,67.795,69.2706,0.0,0.0,0.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2019-08-21,89705807194703517,1001,10.01,10031,150,86,29.91,20.8437,9,2,2.0881,22.9318,1.507,2.3418,2.4275,2.5782,2.6622,3.3911,3.4127,3.4321,6.9503,7.0187,7.0288,7.0378,10.5492,17.5526,21.0512,21.1234,21.1798,21.1798,21.2474,21.3024,21.3468,21.3926,21.419,21.4402,21.4575,21.4575,21.4575,21.4575,21.5742,22.6664,22.8192,22.866,22.8761,22.8977,0.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
2019-07-25,89705419609703517,2957,27.13,2931,26,13,96.9,67.8881,10,2,2.1375,70.0257,15.8402,47.4221,47.4491,47.4491,47.4736,61.4786,61.4786,61.4786,68.4776,68.5259,68.5259,68.5259,68.5259,68.5259,68.6748,68.9092,69.1383,69.3838,69.3838,69.4029,69.4029,69.518,69.5811,69.5811,69.6788,69.6984,69.7151,69.7151,69.7405,69.7528,69.7528,69.7528,69.7528,70.0013,0.0,5.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
